Year,NOC,Gold,Silver,Bronze,Total,Historical_Total_Medals,Historical_Gold_Medals,Is_Host,Participant_Count,Is_Participated,Previous_Medals,Previous_Participants,Past_Medal_Efficiency,Previous_Gold,Previous_Silver,Previous_Bronze,Previous_Total
1976,Austria,0.0,0.0,1.0,1.0,65.0,13.0,0,73.0,1,3.0,143.0,0.02097902097902098,0.0,1.0,2.0,3.0
1980,Austria,1.0,2.0,1.0,4.0,66.0,13.0,0,92.0,1,1.0,73.0,0.0136986301369863,0.0,0.0,1.0,1.0
1984,Austria,1.0,1.0,1.0,3.0,70.0,14.0,0,130.0,1,4.0,92.0,0.043478260869565216,1.0,2.0,1.0,4.0
1988,Austria,1.0,0.0,0.0,1.0,73.0,15.0,0,96.0,1,3.0,130.0,0.023076923076923078,1.0,1.0,1.0,3.0
1992,Austria,0.0,2.0,0.0,2.0,74.0,16.0,0,127.0,1,1.0,96.0,0.010416666666666666,1.0,0.0,0.0,1.0
1996,Austria,0.0,1.0,2.0,3.0,76.0,16.0,0,92.0,1,2.0,127.0,0.015748031496062992,0.0,2.0,0.0,2.0
2000,Austria,2.0,1.0,0.0,3.0,79.0,16.0,0,114.0,1,3.0,92.0,0.03260869565217391,0.0,1.0,2.0,3.0
2004,Austria,2.0,4.0,1.0,7.0,82.0,18.0,0,92.0,1,3.0,114.0,0.02631578947368421,2.0,1.0,0.0,3.0
2008,Austria,0.0,1.0,2.0,3.0,89.0,20.0,0,93.0,1,7.0,92.0,0.07608695652173914,2.0,4.0,1.0,7.0
2012,Austria,0.0,0.0,0.0,0.0,92.0,20.0,0,90.0,1,3.0,93.0,0.03225806451612903,0.0,1.0,2.0,3.0
2016,Austria,0.0,0.0,1.0,1.0,92.0,20.0,0,85.0,1,0.0,90.0,0.0,0.0,0.0,0.0,0.0
2020,Austria,1.0,1.0,5.0,7.0,93.0,20.0,0,103.0,1,1.0,85.0,0.011764705882352941,0.0,0.0,1.0,1.0
2024,Austria,2.0,0.0,3.0,5.0,100.0,21.0,0,121.0,1,7.0,103.0,0.06796116504854369,1.0,1.0,5.0,7.0
1896,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Azerbaijan,0.0,1.0,0.0,1.0,0.0,0.0,0,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Azerbaijan,2.0,0.0,1.0,3.0,1.0,0.0,0,32.0,1,1.0,24.0,0.041666666666666664,0.0,1.0,0.0,1.0
2004,Azerbaijan,1.0,0.0,4.0,5.0,4.0,2.0,0,37.0,1,3.0,32.0,0.09375,2.0,0.0,1.0,3.0
2008,Azerbaijan,1.0,1.0,4.0,6.0,9.0,3.0,0,44.0,1,5.0,37.0,0.13513513513513514,1.0,0.0,4.0,5.0
2012,Azerbaijan,2.0,2.0,5.0,9.0,15.0,4.0,0,59.0,1,6.0,44.0,0.13636363636363635,1.0,1.0,4.0,6.0
2016,Azerbaijan,1.0,7.0,10.0,18.0,24.0,6.0,0,69.0,1,9.0,59.0,0.15254237288135594,2.0,2.0,5.0,9.0
2020,Azerbaijan,0.0,3.0,4.0,7.0,42.0,7.0,0,55.0,1,18.0,69.0,0.2608695652173913,1.0,7.0,10.0,18.0
2024,Azerbaijan,2.0,2.0,3.0,7.0,49.0,7.0,0,49.0,1,7.0,55.0,0.12727272727272726,0.0,3.0,4.0,7.0
1896,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Bahamas,0.0,0.0,1.0,1.0,0.0,0.0,0,5.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1960,Bahamas,0.0,0.0,0.0,0.0,1.0,0.0,0,14.0,1,1.0,5.0,0.2,0.0,0.0,1.0,1.0
1964,Bahamas,1.0,0.0,0.0,1.0,1.0,0.0,0,12.0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1968,Bahamas,0.0,0.0,0.0,0.0,2.0,1.0,0,22.0,1,1.0,12.0,0.08333333333333333,1.0,0.0,0.0,1.0
1972,Bahamas,0.0,0.0,0.0,0.0,2.0,1.0,0,25.0,1,0.0,22.0,0.0,0.0,0.0,0.0,0.0
1976,Bahamas,0.0,0.0,0.0,0.0,2.0,1.0,0,19.0,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0
1980,Bahamas,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
1984,Bahamas,0.0,0.0,0.0,0.0,2.0,1.0,0,31.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Bahamas,0.0,0.0,0.0,0.0,2.0,1.0,0,18.0,1,0.0,31.0,0.0,0.0,0.0,0.0,0.0
1992,Bahamas,0.0,0.0,1.0,1.0,2.0,1.0,0,18.0,1,0.0,18.0,0.0,0.0,0.0,0.0,0.0
1996,Bahamas,0.0,1.0,0.0,1.0,3.0,1.0,0,36.0,1,1.0,18.0,0.05555555555555555,0.0,0.0,1.0,1.0
2000,Bahamas,2.0,0.0,1.0,3.0,4.0,1.0,0,39.0,1,1.0,36.0,0.027777777777777776,0.0,1.0,0.0,1.0
2004,Bahamas,1.0,0.0,1.0,2.0,7.0,3.0,0,28.0,1,3.0,39.0,0.07692307692307693,2.0,0.0,1.0,3.0
2008,Bahamas,0.0,1.0,1.0,2.0,9.0,4.0,0,33.0,1,2.0,28.0,0.07142857142857142,1.0,0.0,1.0,2.0
2012,Bahamas,1.0,0.0,0.0,1.0,11.0,4.0,0,29.0,1,2.0,33.0,0.06060606060606061,0.0,1.0,1.0,2.0
2016,Bahamas,1.0,0.0,1.0,2.0,12.0,5.0,0,38.0,1,1.0,29.0,0.034482758620689655,1.0,0.0,0.0,1.0
2020,Bahamas,2.0,0.0,0.0,2.0,14.0,6.0,0,22.0,1,2.0,38.0,0.05263157894736842,1.0,0.0,1.0,2.0
2024,Bahamas,0.0,0.0,0.0,0.0,16.0,8.0,0,21.0,1,2.0,22.0,0.09090909090909091,2.0,0.0,0.0,2.0
1896,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1992,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0
1996,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2000,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2004,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2008,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2012,Bahrain,1.0,0.0,0.0,1.0,0.0,0.0,0,14.0,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2016,Bahrain,1.0,1.0,0.0,2.0,1.0,1.0,0,33.0,1,1.0,14.0,0.07142857142857142,1.0,0.0,0.0,1.0
2020,Bahrain,0.0,1.0,0.0,1.0,3.0,2.0,0,33.0,1,2.0,33.0,0.06060606060606061,1.0,1.0,0.0,2.0
2024,Bahrain,2.0,1.0,1.0,4.0,4.0,2.0,0,15.0,1,1.0,33.0,0.030303030303030304,0.0,1.0,0.0,1.0
1896,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,1,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1976,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,17.0,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1980,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
1984,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,26.0,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0
1992,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,22.0,1,0.0,26.0,0.0,0.0,0.0,0.0,0.0
1996,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0,22.0,1,0.0,22.0,0.0,0.0,0.0,0.0,0.0
2000,Barbados,0.0,0.0,1.0,1.0,0.0,0.0,0,28.0,1,0.0,22.0,0.0,0.0,0.0,0.0,0.0
2004,Barbados,0.0,0.0,0.0,0.0,1.0,0.0,0,15.0,1,1.0,28.0,0.03571428571428571,0.0,0.0,1.0,1.0
2008,Barbados,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0
2012,Barbados,0.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2016,Barbados,0.0,0.0,0.0,0.0,1.0,0.0,0,13.0,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2020,Barbados,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1,0.0,13.0,0.0,0.0,0.0,0.0,0.0
2024,Barbados,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1896,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Belarus,1.0,6.0,8.0,15.0,0.0,0.0,0,259.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Belarus,3.0,3.0,11.0,17.0,15.0,1.0,0,231.0,1,15.0,259.0,0.05791505791505792,1.0,6.0,8.0,15.0
2004,Belarus,2.0,5.0,6.0,13.0,32.0,4.0,0,192.0,1,17.0,231.0,0.0735930735930736,3.0,3.0,11.0,17.0
2008,Belarus,3.0,4.0,7.0,14.0,45.0,6.0,0,237.0,1,13.0,192.0,0.06770833333333333,2.0,5.0,6.0,13.0
2012,Belarus,2.0,5.0,3.0,10.0,59.0,9.0,0,185.0,1,14.0,237.0,0.05907172995780591,3.0,4.0,7.0,14.0
2016,Belarus,1.0,4.0,4.0,9.0,69.0,11.0,0,142.0,1,10.0,185.0,0.05405405405405406,2.0,5.0,3.0,10.0
2020,Belarus,1.0,3.0,3.0,7.0,78.0,12.0,0,137.0,1,9.0,142.0,0.06338028169014084,1.0,4.0,4.0,9.0
2024,Belarus,0.0,0.0,0.0,0.0,85.0,13.0,0,0.0,0,7.0,137.0,0.051094890510948905,1.0,3.0,3.0,7.0
1896,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Belgium,6.0,7.0,4.0,17.0,0.0,0.0,0,100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Belgium,0.0,0.0,0.0,0.0,17.0,6.0,0,0.0,0,17.0,100.0,0.17,6.0,7.0,4.0,17.0
1908,Belgium,1.0,5.0,2.0,8.0,17.0,6.0,0,99.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Belgium,2.0,1.0,3.0,6.0,25.0,7.0,0,72.0,1,8.0,99.0,0.08080808080808081,1.0,5.0,2.0,8.0
1920,Belgium,14.0,11.0,11.0,36.0,31.0,9.0,1,518.0,1,6.0,72.0,0.08333333333333333,2.0,1.0,3.0,6.0
1924,Belgium,3.0,7.0,3.0,13.0,67.0,23.0,0,234.0,1,36.0,518.0,0.0694980694980695,14.0,11.0,11.0,36.0
1928,Belgium,0.0,1.0,2.0,3.0,80.0,26.0,0,260.0,1,13.0,234.0,0.05555555555555555,3.0,7.0,3.0,13.0
1932,Belgium,0.0,0.0,1.0,1.0,83.0,26.0,0,69.0,1,3.0,260.0,0.011538461538461539,0.0,1.0,2.0,3.0
1936,Belgium,0.0,0.0,3.0,3.0,84.0,26.0,0,205.0,1,1.0,69.0,0.014492753623188406,0.0,0.0,1.0,1.0
1948,Belgium,2.0,2.0,3.0,7.0,87.0,26.0,0,182.0,1,3.0,205.0,0.014634146341463415,0.0,0.0,3.0,3.0
1952,Belgium,2.0,2.0,0.0,4.0,94.0,28.0,0,184.0,1,7.0,182.0,0.038461538461538464,2.0,2.0,3.0,7.0
1956,Belgium,0.0,2.0,0.0,2.0,98.0,30.0,0,82.0,1,4.0,184.0,0.021739130434782608,2.0,2.0,0.0,4.0
1960,Belgium,0.0,2.0,2.0,4.0,100.0,30.0,0,150.0,1,2.0,82.0,0.024390243902439025,0.0,2.0,0.0,2.0
1964,Belgium,2.0,0.0,1.0,3.0,104.0,30.0,0,74.0,1,4.0,150.0,0.02666666666666667,0.0,2.0,2.0,4.0
1968,Belgium,0.0,1.0,1.0,2.0,107.0,32.0,0,106.0,1,3.0,74.0,0.04054054054054054,2.0,0.0,1.0,3.0
1972,Belgium,0.0,2.0,0.0,2.0,109.0,32.0,0,106.0,1,2.0,106.0,0.018867924528301886,0.0,1.0,1.0,2.0
1976,Belgium,0.0,3.0,3.0,6.0,111.0,32.0,0,149.0,1,2.0,106.0,0.018867924528301886,0.0,2.0,0.0,2.0
1980,Belgium,1.0,0.0,0.0,1.0,117.0,32.0,0,84.0,1,6.0,149.0,0.040268456375838924,0.0,3.0,3.0,6.0
1984,Belgium,1.0,1.0,2.0,4.0,118.0,33.0,0,86.0,1,1.0,84.0,0.011904761904761904,1.0,0.0,0.0,1.0
1988,Belgium,0.0,0.0,2.0,2.0,122.0,34.0,0,85.0,1,4.0,86.0,0.046511627906976744,1.0,1.0,2.0,4.0
1992,Belgium,0.0,1.0,2.0,3.0,124.0,34.0,0,103.0,1,2.0,85.0,0.023529411764705882,0.0,0.0,2.0,2.0
1996,Belgium,2.0,2.0,2.0,6.0,127.0,34.0,0,81.0,1,3.0,103.0,0.02912621359223301,0.0,1.0,2.0,3.0
2000,Belgium,0.0,2.0,3.0,5.0,133.0,36.0,0,94.0,1,6.0,81.0,0.07407407407407407,2.0,2.0,2.0,6.0
2004,Belgium,1.0,0.0,2.0,3.0,138.0,36.0,0,70.0,1,5.0,94.0,0.05319148936170213,0.0,2.0,3.0,5.0
2008,Belgium,2.0,0.0,0.0,2.0,141.0,37.0,0,112.0,1,3.0,70.0,0.04285714285714286,1.0,0.0,2.0,3.0
2012,Belgium,0.0,1.0,2.0,3.0,143.0,39.0,0,142.0,1,2.0,112.0,0.017857142857142856,2.0,0.0,0.0,2.0
2016,Belgium,2.0,2.0,2.0,6.0,146.0,39.0,0,138.0,1,3.0,142.0,0.02112676056338028,0.0,1.0,2.0,3.0
2020,Belgium,3.0,1.0,3.0,7.0,152.0,41.0,0,185.0,1,6.0,138.0,0.043478260869565216,2.0,2.0,2.0,6.0
2024,Belgium,3.0,1.0,6.0,10.0,159.0,44.0,0,240.0,1,7.0,185.0,0.03783783783783784,3.0,1.0,3.0,7.0
1896,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
